Date,Carrier,Type,Departure Airport,Departure City,Destination Airport,Destination City,dep_lat,dep_lon,dest_lat,dest_lon,Full Route,pair_key,tilt
2025-12-29,Key Lime,E45X,Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",Newark Liberty Intl (KEWR),"Newark, NJ",31.0616824,-97.8210702,40.6884837,-74.1768635999999,"Killeen, TX → Newark, NJ → Nashville, TN → Harlingen, TX",Newark Liberty Intl (KEWR)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-12-29,Key Lime,E45X,Newark Liberty Intl (KEWR),"Newark, NJ",Nashville Intl (KBNA),"Nashville, TN",40.6884837,-74.1768635999999,36.1308194,-86.6661144999999,"Killeen, TX → Newark, NJ → Nashville, TN → Harlingen, TX",Nashville Intl (KBNA)|Newark Liberty Intl (KEWR),-90
2025-12-29,Key Lime,E45X,Nashville Intl (KBNA),"Nashville, TN",Valley Intl (KHRL),"Harlingen, TX",36.1308194,-86.6661144999999,26.2234764,-97.6623631,"Killeen, TX → Newark, NJ → Nashville, TN → Harlingen, TX",Nashville Intl (KBNA)|Valley Intl (KHRL),-90
2025-12-29,Key Lime,E45X,Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",Richmond Intl (KRIC),"Richmond, VA",31.0616824,-97.8210702,37.5105562,-77.3266991,"Killeen, TX → Richmond, VA → Indianapolis, IN → Nashville, TN",Richmond Intl (KRIC)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-12-29,Key Lime,E45X,Richmond Intl (KRIC),"Richmond, VA",Indianapolis Intl (KIND),"Indianapolis, IN",37.5105562,-77.3266991,39.7222991999999,-86.3019561999999,"Killeen, TX → Richmond, VA → Indianapolis, IN → Nashville, TN",Indianapolis Intl (KIND)|Richmond Intl (KRIC),-90
2025-12-29,Key Lime,E45X,Indianapolis Intl (KIND),"Indianapolis, IN",Nashville Intl (KBNA),"Nashville, TN",39.7222991999999,-86.3019561999999,36.1308194,-86.6661144999999,"Killeen, TX → Richmond, VA → Indianapolis, IN → Nashville, TN",Indianapolis Intl (KIND)|Nashville Intl (KBNA),-90
2025-12-29,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Alexandria Intl (KAEX),"Alexandria, LA",33.3089787,-111.6559353,31.3274006,-92.5451921,"Phoenix, AZ → Alexandria, LA → Harlingen, TX → Phoenix, AZ",Alexandria Intl (KAEX)|Phoenix-Mesa Gateway (KIWA),90
2025-12-29,Avelo,B738,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"Phoenix, AZ → Alexandria, LA → Harlingen, TX → Phoenix, AZ",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-12-29,Avelo,B738,Valley Intl (KHRL),"Harlingen, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",26.2234764,-97.6623631,33.3089787,-111.6559353,"Phoenix, AZ → Alexandria, LA → Harlingen, TX → Phoenix, AZ",Phoenix-Mesa Gateway (KIWA)|Valley Intl (KHRL),-90
2025-12-29,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",So California Logistics (KVCV),"Victorville, CA",33.3089787,-111.6559353,34.5839839,-117.3787064,"Phoenix, AZ → Victorville, CA → San Diego, CA → Salt Lake City, UT → El Paso, TX → Phoenix, AZ",Phoenix-Mesa Gateway (KIWA)|So California Logistics (KVCV),-90
2025-12-29,Avelo,B738,So California Logistics (KVCV),"Victorville, CA",Miramar Mcas (Joe Foss Fld) (KNKX),"San Diego, CA",34.5839839,-117.3787064,32.8744638999999,-117.1378713,"Phoenix, AZ → Victorville, CA → San Diego, CA → Salt Lake City, UT → El Paso, TX → Phoenix, AZ",Miramar Mcas (Joe Foss Fld) (KNKX)|So California Logistics (KVCV),90
2025-12-29,Avelo,B738,Miramar Mcas (Joe Foss Fld) (KNKX),"San Diego, CA",Salt Lake City Intl (KSLC),"Salt Lake City, UT",32.8744638999999,-117.1378713,40.7903145,-111.9771441,"Phoenix, AZ → Victorville, CA → San Diego, CA → Salt Lake City, UT → El Paso, TX → Phoenix, AZ",Miramar Mcas (Joe Foss Fld) (KNKX)|Salt Lake City Intl (KSLC),90
2025-12-29,Avelo,B738,Salt Lake City Intl (KSLC),"Salt Lake City, UT",El Paso Intl (KELP),"El Paso, TX",40.7903145,-111.9771441,31.8058228,-106.3705379,"Phoenix, AZ → Victorville, CA → San Diego, CA → Salt Lake City, UT → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Salt Lake City Intl (KSLC),90
2025-12-29,Avelo,B738,John Glenn Columbus Intl Airport (KCMH),"Columbus, OH",Dallas Love Field (KDAL),"Dallas, TX",39.998728,-82.884463,32.8438345,-96.8484951,"Columbus, OH → Dallas, TX",Dallas Love Field (KDAL)|John Glenn Columbus Intl Airport (KCMH),-90
2025-12-29,CSI Aviation,B190,Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",31.0616824,-97.8210702,30.3496944999999,-95.4139893,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-12-29,CSI Aviation,B190,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Valley Intl (KHRL),"Harlingen, TX",30.3496944999999,-95.4139893,26.2234764,-97.6623631,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),-90
2025-12-29,CSI Aviation,B190,Valley Intl (KHRL),"Harlingen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",26.2234764,-97.6623631,30.3496944999999,-95.4139893,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),90
2025-12-29,Big Horn,DH8A,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"Alexandria, LA → Harlingen, TX → Houston, TX",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-12-29,Big Horn,DH8A,Valley Intl (KHRL),"Harlingen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",26.2234764,-97.6623631,30.3496944999999,-95.4139893,"Alexandria, LA → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),90
2025-12-29,CSI Aviation,B190,Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",31.0616824,-97.8210702,30.3496944999999,-95.4139893,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-12-29,CSI Aviation,B190,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Valley Intl (KHRL),"Harlingen, TX",30.3496944999999,-95.4139893,26.2234764,-97.6623631,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),-90
2025-12-29,CSI Aviation,B190,Valley Intl (KHRL),"Harlingen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",26.2234764,-97.6623631,30.3496944999999,-95.4139893,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),90
2025-12-28,GlobalX,A321,Opa-locka Executive (KOPF),"Miami, FL",Alexandria Intl (KAEX),"Alexandria, LA",25.9092857,-80.2683641,31.3274006,-92.5451921,"Alexandria, LA → Miami, FL → Alexandria, LA",Alexandria Intl (KAEX)|Opa-locka Executive (KOPF),-90
2025-12-28,GlobalX,A320,Opa-locka Executive (KOPF),"Miami, FL",Alexandria Intl (KAEX),"Alexandria, LA",25.9092857,-80.2683641,31.3274006,-92.5451921,"Miami, FL → Alexandria, LA → El Paso, TX → Miami, FL",Alexandria Intl (KAEX)|Opa-locka Executive (KOPF),-90
2025-12-28,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",El Paso Intl (KELP),"El Paso, TX",31.3274006,-92.5451921,31.8058228,-106.3705379,"Miami, FL → Alexandria, LA → El Paso, TX → Miami, FL",Alexandria Intl (KAEX)|El Paso Intl (KELP),-90
2025-12-28,GlobalX,A320,El Paso Intl (KELP),"El Paso, TX",Opa-locka Executive (KOPF),"Miami, FL",31.8058228,-106.3705379,25.9092857,-80.2683641,"Miami, FL → Alexandria, LA → El Paso, TX → Miami, FL",El Paso Intl (KELP)|Opa-locka Executive (KOPF),90
2025-12-28,Eastern Air Express,B737,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Laurence G Hanscom Fld (KBED),"Bedford, MA",41.0997678,-80.6477199999999,42.4615318,-71.2913117,"Youngstown, OH → Bedford, MA → Baltimore, MD → Alexandria, LA → Youngstown, OH",Laurence G Hanscom Fld (KBED)|Youngstown/Warren Rgnl (KYNG),90
2025-12-28,Eastern Air Express,B737,Laurence G Hanscom Fld (KBED),"Bedford, MA",Baltimore/Washington Intl (KBWI),"Baltimore, MD",42.4615318,-71.2913117,39.1825364,-76.6694033,"Youngstown, OH → Bedford, MA → Baltimore, MD → Alexandria, LA → Youngstown, OH",Baltimore/Washington Intl (KBWI)|Laurence G Hanscom Fld (KBED),-90
2025-12-28,Eastern Air Express,B737,Baltimore/Washington Intl (KBWI),"Baltimore, MD",Alexandria Intl (KAEX),"Alexandria, LA",39.1825364,-76.6694033,31.3274006,-92.5451921,"Youngstown, OH → Bedford, MA → Baltimore, MD → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Baltimore/Washington Intl (KBWI),-90
2025-12-28,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,"Youngstown, OH → Bedford, MA → Baltimore, MD → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-12-28,Eastern Air Express,B733,El Paso Intl (KELP),"El Paso, TX",Alexandria Intl (KAEX),"Alexandria, LA",31.8058228,-106.3705379,31.3274006,-92.5451921,"El Paso, TX → Alexandria, LA → Harlingen, TX → Killeen, TX",Alexandria Intl (KAEX)|El Paso Intl (KELP),90
2025-12-28,Eastern Air Express,B733,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"El Paso, TX → Alexandria, LA → Harlingen, TX → Killeen, TX",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-12-28,Eastern Air Express,B733,Valley Intl (KHRL),"Harlingen, TX",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",26.2234764,-97.6623631,31.0616824,-97.8210702,"El Paso, TX → Alexandria, LA → Harlingen, TX → Killeen, TX",Robert Gray Aaf (Fort Cavazos) (KGRK)|Valley Intl (KHRL),-90
2025-12-28,Key Lime,E45X,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Denver Intl (KDEN),"Denver, CO",33.3089787,-111.6559353,39.8563486,-104.6764061,"Phoenix, AZ → Denver, CO → Las Vegas, NV → Phoenix, AZ → Killeen, TX",Denver Intl (KDEN)|Phoenix-Mesa Gateway (KIWA),90
2025-12-28,Key Lime,E45X,Denver Intl (KDEN),"Denver, CO",Harry Reid Intl (KLAS),"Las Vegas, NV",39.8563486,-104.6764061,36.0830907,-115.1482238,"Phoenix, AZ → Denver, CO → Las Vegas, NV → Phoenix, AZ → Killeen, TX",Denver Intl (KDEN)|Harry Reid Intl (KLAS),-90
2025-12-28,Key Lime,E45X,Harry Reid Intl (KLAS),"Las Vegas, NV",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",36.0830907,-115.1482238,33.3089787,-111.6559353,"Phoenix, AZ → Denver, CO → Las Vegas, NV → Phoenix, AZ → Killeen, TX",Harry Reid Intl (KLAS)|Phoenix-Mesa Gateway (KIWA),90
2025-12-28,Key Lime,E45X,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",33.3089787,-111.6559353,31.0616824,-97.8210702,"Phoenix, AZ → Denver, CO → Las Vegas, NV → Phoenix, AZ → Killeen, TX",Phoenix-Mesa Gateway (KIWA)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-12-28,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Newark Liberty Intl (KEWR),"Newark, NJ",31.3274006,-92.5451921,40.6884837,-74.1768635999999,"Alexandria, LA → Newark, NJ → Ypsilanti, MI → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Newark Liberty Intl (KEWR),90
2025-12-28,Key Lime,E45X,Newark Liberty Intl (KEWR),"Newark, NJ",Willow Run (KYIP),"Ypsilanti, MI",40.6884837,-74.1768635999999,42.2349913,-83.5459542999999,"Alexandria, LA → Newark, NJ → Ypsilanti, MI → Alexandria, LA → Killeen, TX",Newark Liberty Intl (KEWR)|Willow Run (KYIP),-90
2025-12-28,Key Lime,E45X,Willow Run (KYIP),"Ypsilanti, MI",Alexandria Intl (KAEX),"Alexandria, LA",42.2349913,-83.5459542999999,31.3274006,-92.5451921,"Alexandria, LA → Newark, NJ → Ypsilanti, MI → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Willow Run (KYIP),-90
2025-12-28,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",31.3274006,-92.5451921,31.0616824,-97.8210702,"Alexandria, LA → Newark, NJ → Ypsilanti, MI → Alexandria, LA → Killeen, TX",Alexandria Intl (KAEX)|Robert Gray Aaf (Fort Cavazos) (KGRK),-90
2025-12-28,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Newark Liberty Intl (KEWR),"Newark, NJ",33.3089787,-111.6559353,40.6884837,-74.1768635999999,"Phoenix, AZ → Newark, NJ → Phoenix, AZ",Newark Liberty Intl (KEWR)|Phoenix-Mesa Gateway (KIWA),90
2025-12-28,Avelo,B738,Newark Liberty Intl (KEWR),"Newark, NJ",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",40.6884837,-74.1768635999999,33.3089787,-111.6559353,"Phoenix, AZ → Newark, NJ → Phoenix, AZ",Newark Liberty Intl (KEWR)|Phoenix-Mesa Gateway (KIWA),-90
2025-12-28,CSI Aviation,B190,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Valley Intl (KHRL),"Harlingen, TX",30.3496944999999,-95.4139893,26.2234764,-97.6623631,"Houston, TX → Harlingen, TX → Killeen, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),-90
2025-12-28,CSI Aviation,B190,Valley Intl (KHRL),"Harlingen, TX",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",26.2234764,-97.6623631,31.0616824,-97.8210702,"Houston, TX → Harlingen, TX → Killeen, TX",Robert Gray Aaf (Fort Cavazos) (KGRK)|Valley Intl (KHRL),-90
2025-12-28,Big Horn,DH8A,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Alexandria Intl (KAEX),"Alexandria, LA",30.3496944999999,-95.4139893,31.3274006,-92.5451921,"Houston, TX → Alexandria, LA",Alexandria Intl (KAEX)|Conroe/North Houston Rgnl (KCXO),90
2025-12-28,CSI Aviation,B190,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",30.3496944999999,-95.4139893,31.0616824,-97.8210702,"Houston, TX → Killeen, TX",Conroe/North Houston Rgnl (KCXO)|Robert Gray Aaf (Fort Cavazos) (KGRK),-90
2025-12-27,GlobalX,A321,Alexandria Intl (KAEX),"Alexandria, LA",Jacksonville Intl (KJAX),"Jacksonville, FL",31.3274006,-92.5451921,30.4943308,-81.6871496999999,"Alexandria, LA → Jacksonville, FL → El Paso, TX → Alexandria, LA",Alexandria Intl (KAEX)|Jacksonville Intl (KJAX),90
2025-12-27,GlobalX,A321,Jacksonville Intl (KJAX),"Jacksonville, FL",El Paso Intl (KELP),"El Paso, TX",30.4943308,-81.6871496999999,31.8058228,-106.3705379,"Alexandria, LA → Jacksonville, FL → El Paso, TX → Alexandria, LA",El Paso Intl (KELP)|Jacksonville Intl (KJAX),-90
2025-12-27,GlobalX,A321,El Paso Intl (KELP),"El Paso, TX",Alexandria Intl (KAEX),"Alexandria, LA",31.8058228,-106.3705379,31.3274006,-92.5451921,"Alexandria, LA → Jacksonville, FL → El Paso, TX → Alexandria, LA",Alexandria Intl (KAEX)|El Paso Intl (KELP),90
2025-12-27,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Newark Liberty Intl (KEWR),"Newark, NJ",26.2234764,-97.6623631,40.6884837,-74.1768635999999,"Harlingen, TX → Newark, NJ → Harlingen, TX",Newark Liberty Intl (KEWR)|Valley Intl (KHRL),90
2025-12-27,GlobalX,A320,Newark Liberty Intl (KEWR),"Newark, NJ",Valley Intl (KHRL),"Harlingen, TX",40.6884837,-74.1768635999999,26.2234764,-97.6623631,"Harlingen, TX → Newark, NJ → Harlingen, TX",Newark Liberty Intl (KEWR)|Valley Intl (KHRL),-90
2025-12-27,GlobalX,A320,Opa-locka Executive (KOPF),"Miami, FL",Alexandria Intl (KAEX),"Alexandria, LA",25.9092857,-80.2683641,31.3274006,-92.5451921,"Miami, FL → Alexandria, LA → Harlingen, TX → Miami, FL",Alexandria Intl (KAEX)|Opa-locka Executive (KOPF),-90
2025-12-27,GlobalX,A320,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"Miami, FL → Alexandria, LA → Harlingen, TX → Miami, FL",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-12-27,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Opa-locka Executive (KOPF),"Miami, FL",26.2234764,-97.6623631,25.9092857,-80.2683641,"Miami, FL → Alexandria, LA → Harlingen, TX → Miami, FL",Opa-locka Executive (KOPF)|Valley Intl (KHRL),90
2025-12-27,Eastern Air Express,B737,El Paso Intl (KELP),"El Paso, TX",Alexandria Intl (KAEX),"Alexandria, LA",31.8058228,-106.3705379,31.3274006,-92.5451921,"El Paso, TX → Alexandria, LA → Harlingen, TX → El Paso, TX",Alexandria Intl (KAEX)|El Paso Intl (KELP),90
2025-12-27,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"El Paso, TX → Alexandria, LA → Harlingen, TX → El Paso, TX",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-12-27,Eastern Air Express,B737,Valley Intl (KHRL),"Harlingen, TX",El Paso Intl (KELP),"El Paso, TX",26.2234764,-97.6623631,31.8058228,-106.3705379,"El Paso, TX → Alexandria, LA → Harlingen, TX → El Paso, TX",El Paso Intl (KELP)|Valley Intl (KHRL),-90
2025-12-27,Eastern Air Express,B737,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Buffalo Niagara Intl (KBUF),"Buffalo, NY",41.0997678,-80.6477199999999,42.9394052,-78.7335011999999,"Youngstown, OH → Buffalo, NY → Alexandria, LA → Youngstown, OH",Buffalo Niagara Intl (KBUF)|Youngstown/Warren Rgnl (KYNG),90
2025-12-27,Eastern Air Express,B737,Buffalo Niagara Intl (KBUF),"Buffalo, NY",Alexandria Intl (KAEX),"Alexandria, LA",42.9394052,-78.7335011999999,31.3274006,-92.5451921,"Youngstown, OH → Buffalo, NY → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Buffalo Niagara Intl (KBUF),-90
2025-12-27,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,"Youngstown, OH → Buffalo, NY → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-12-27,Eastern Air Express,B738,El Paso Intl (KELP),"El Paso, TX",Dallas Love Field (KDAL),"Dallas, TX",31.8058228,-106.3705379,32.8438345,-96.8484951,"El Paso, TX → Dallas, TX → Harlingen, TX → El Paso, TX",Dallas Love Field (KDAL)|El Paso Intl (KELP),90
2025-12-27,Eastern Air Express,B738,Dallas Love Field (KDAL),"Dallas, TX",Valley Intl (KHRL),"Harlingen, TX",32.8438345,-96.8484951,26.2234764,-97.6623631,"El Paso, TX → Dallas, TX → Harlingen, TX → El Paso, TX",Dallas Love Field (KDAL)|Valley Intl (KHRL),-90
2025-12-27,Eastern Air Express,B738,Valley Intl (KHRL),"Harlingen, TX",El Paso Intl (KELP),"El Paso, TX",26.2234764,-97.6623631,31.8058228,-106.3705379,"El Paso, TX → Dallas, TX → Harlingen, TX → El Paso, TX",El Paso Intl (KELP)|Valley Intl (KHRL),-90
2025-12-27,Key Lime,E45X,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",El Paso Intl (KELP),"El Paso, TX",33.3089787,-111.6559353,31.8058228,-106.3705379,"Phoenix, AZ → El Paso, TX → Kansas City, MO → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),90
2025-12-27,Key Lime,E45X,El Paso Intl (KELP),"El Paso, TX",Kansas City Intl (KMCI),"Kansas City, MO",31.8058228,-106.3705379,39.3014091,-94.7104536,"Phoenix, AZ → El Paso, TX → Kansas City, MO → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Kansas City Intl (KMCI),90
2025-12-27,Key Lime,E45X,Kansas City Intl (KMCI),"Kansas City, MO",El Paso Intl (KELP),"El Paso, TX",39.3014091,-94.7104536,31.8058228,-106.3705379,"Phoenix, AZ → El Paso, TX → Kansas City, MO → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Kansas City Intl (KMCI),-90
2025-12-27,Key Lime,E45X,El Paso Intl (KELP),"El Paso, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",31.8058228,-106.3705379,33.3089787,-111.6559353,"Phoenix, AZ → El Paso, TX → Kansas City, MO → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),-90
2025-12-27,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Boeing Field Intl (KBFI),"Seattle, WA",33.3089787,-111.6559353,47.5369043,-122.3038555,"Phoenix, AZ → Seattle, WA → Victorville, CA → Phoenix, AZ",Boeing Field Intl (KBFI)|Phoenix-Mesa Gateway (KIWA),-90
2025-12-27,Avelo,B738,Boeing Field Intl (KBFI),"Seattle, WA",So California Logistics (KVCV),"Victorville, CA",47.5369043,-122.3038555,34.5839839,-117.3787064,"Phoenix, AZ → Seattle, WA → Victorville, CA → Phoenix, AZ",Boeing Field Intl (KBFI)|So California Logistics (KVCV),90
2025-12-27,Avelo,B738,So California Logistics (KVCV),"Victorville, CA",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",34.5839839,-117.3787064,33.3089787,-111.6559353,"Phoenix, AZ → Seattle, WA → Victorville, CA → Phoenix, AZ",Phoenix-Mesa Gateway (KIWA)|So California Logistics (KVCV),90
2025-12-27,GlobalX,A321,Alexandria Intl (KAEX),"Alexandria, LA",Opa-locka Executive (KOPF),"Miami, FL",31.3274006,-92.5451921,25.9092857,-80.2683641,"Alexandria, LA → Miami, FL → Alexandria, LA",Alexandria Intl (KAEX)|Opa-locka Executive (KOPF),90
2025-12-27,CSI Aviation,B190,Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",31.0616824,-97.8210702,30.3496944999999,-95.4139893,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-12-27,CSI Aviation,B190,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Valley Intl (KHRL),"Harlingen, TX",30.3496944999999,-95.4139893,26.2234764,-97.6623631,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),-90
2025-12-27,CSI Aviation,B190,Valley Intl (KHRL),"Harlingen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",26.2234764,-97.6623631,30.3496944999999,-95.4139893,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),90
2025-12-27,CSI Aviation,B190,Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",Conroe/North Houston Rgnl (KCXO),"Houston, TX",31.0616824,-97.8210702,30.3496944999999,-95.4139893,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-12-27,CSI Aviation,B190,Conroe/North Houston Rgnl (KCXO),"Houston, TX",Valley Intl (KHRL),"Harlingen, TX",30.3496944999999,-95.4139893,26.2234764,-97.6623631,"Killeen, TX → Houston, TX → Harlingen, TX → Houston, TX",Conroe/North Houston Rgnl (KCXO)|Valley Intl (KHRL),-90
